account_id,days_past_due,amount_due,paid_on_time_ratio_12m,missed_payments_12m,contact_channel,prev_contacted,prev_response,risk_segment,repaid_30d
CUST-00443,60,575.72,0.913,1,call,0,0,late,0
CUST-00444,24,377.69,0.559,1,whatsapp,1,0,mid,1
CUST-00445,71,460.86,0.694,3,whatsapp,0,0,late,0
CUST-00446,69,662.01,0.338,3,call,1,0,late,0
CUST-00447,47,1042.0,0.688,3,call,1,1,late,0
CUST-00448,77,542.31,0.738,1,email,0,0,severe,0
CUST-00449,32,519.79,0.579,0,whatsapp,1,0,mid,1
CUST-00450,74,168.52,0.576,1,sms,0,0,late,1
CUST-00451,96,666.67,1.0,2,whatsapp,0,0,severe,0
CUST-00452,12,401.26,0.478,2,whatsapp,0,0,early,1
CUST-00453,55,746.24,0.51,3,call,0,0,late,0
CUST-00454,80,466.01,0.558,0,whatsapp,1,1,severe,0
CUST-00455,7,1037.07,0.96,3,whatsapp,1,0,early,1
CUST-00456,76,20.0,1.0,1,whatsapp,1,1,severe,0
CUST-00457,110,385.09,0.786,0,email,1,1,severe,1
CUST-00458,99,762.07,0.577,2,email,1,1,severe,0
CUST-00459,83,367.78,0.634,1,whatsapp,0,0,severe,1
CUST-00460,97,226.5,0.933,1,sms,0,0,severe,0
CUST-00461,44,394.92,0.538,2,call,0,0,mid,0
CUST-00462,40,38.42,1.0,1,whatsapp,0,0,mid,0
CUST-00463,11,518.07,1.0,1,whatsapp,0,0,early,1
CUST-00464,87,1260.95,0.734,0,email,0,0,severe,1
CUST-00465,38,846.41,0.849,0,whatsapp,1,1,mid,1
CUST-00466,105,125.12,0.87,1,sms,1,0,severe,0
CUST-00467,56,200.53,1.0,0,whatsapp,1,1,late,0
CUST-00468,108,350.49,0.51,5,whatsapp,0,0,severe,0
CUST-00469,17,801.41,0.956,2,email,1,1,mid,1
CUST-00470,20,217.12,0.645,1,email,1,0,mid,1
CUST-00471,42,259.13,0.566,2,whatsapp,1,1,mid,0
CUST-00472,4,763.12,0.741,2,whatsapp,1,0,early,1
CUST-00473,60,756.69,0.677,3,call,0,0,late,1
CUST-00474,79,360.38,0.523,3,whatsapp,1,1,severe,0
CUST-00475,80,122.32,0.401,0,whatsapp,0,0,severe,1
CUST-00476,26,20.0,0.532,4,whatsapp,0,0,mid,1
CUST-00477,20,256.32,1.0,1,whatsapp,0,0,mid,1
CUST-00478,68,20.0,1.0,1,whatsapp,0,0,late,0
CUST-00479,76,719.94,0.85,1,call,1,0,severe,0
CUST-00480,114,278.39,0.957,3,whatsapp,1,1,severe,0
CUST-00481,108,634.01,0.617,2,email,1,1,severe,0
CUST-00482,46,1077.86,0.705,0,sms,1,0,late,1
CUST-00483,20,855.36,0.777,2,whatsapp,0,0,mid,0
CUST-00484,31,111.64,0.504,2,whatsapp,1,0,mid,1
CUST-00485,106,758.16,0.522,3,email,0,0,severe,0
CUST-00486,55,850.51,0.739,2,sms,1,1,late,0
CUST-00487,120,241.17,0.656,4,whatsapp,1,0,severe,1
CUST-00488,79,174.94,0.507,2,whatsapp,1,0,severe,0
CUST-00489,72,444.9,0.797,0,call,0,0,late,0
CUST-00490,13,20.0,0.667,1,email,1,0,early,0
CUST-00491,71,950.64,0.924,4,email,1,0,late,0
CUST-00492,46,20.0,0.719,3,call,1,0,late,1
CUST-00493,102,125.82,0.66,1,whatsapp,1,0,severe,1
CUST-00494,17,393.74,0.746,1,whatsapp,0,0,mid,0
CUST-00495,24,407.33,0.686,3,email,0,0,mid,0
CUST-00496,80,533.16,0.586,2,sms,1,0,severe,0
CUST-00497,82,566.86,0.64,2,sms,0,0,severe,0
CUST-00498,100,411.64,0.87,3,email,0,0,severe,0
CUST-00499,63,843.8,0.849,4,call,1,1,late,0
CUST-00500,46,20.0,0.977,3,call,1,0,late,0
CUST-00501,37,479.95,0.381,2,email,0,0,mid,0
CUST-00502,45,251.33,0.641,1,sms,1,0,mid,0
CUST-00503,80,522.4,0.637,4,email,0,0,severe,0
CUST-00504,65,550.64,0.754,2,whatsapp,1,1,late,0
CUST-00505,36,188.21,0.63,0,whatsapp,0,0,mid,1
CUST-00506,26,274.9,0.617,3,whatsapp,1,1,mid,1
CUST-00507,86,733.63,0.877,3,email,1,0,severe,0
CUST-00508,30,591.7,0.756,4,call,0,0,mid,1
CUST-00509,26,262.32,0.487,0,email,1,1,mid,1
CUST-00510,40,1132.77,0.987,4,whatsapp,1,0,mid,1
CUST-00511,103,1218.94,0.919,6,email,0,0,severe,0
CUST-00512,55,20.0,0.605,2,whatsapp,0,0,late,0
CUST-00513,72,576.57,0.886,5,email,0,0,late,0
CUST-00514,10,1282.88,0.573,2,sms,0,0,early,0
CUST-00515,42,730.85,0.945,0,whatsapp,0,0,mid,1
CUST-00516,91,550.74,0.676,3,whatsapp,1,1,severe,0
CUST-00517,93,413.42,0.559,2,whatsapp,0,0,severe,0
CUST-00518,70,306.82,0.645,4,whatsapp,0,0,late,1
CUST-00519,106,412.0,0.567,4,whatsapp,0,0,severe,0
CUST-00520,36,303.77,0.758,6,sms,0,0,mid,0
CUST-00521,20,718.37,0.755,4,email,0,0,mid,1
CUST-00522,10,352.59,0.727,4,call,1,1,early,0
CUST-00523,24,338.83,0.609,0,email,1,1,mid,1
CUST-00524,92,95.31,0.0,1,sms,0,0,severe,0
CUST-00525,109,464.13,0.739,1,whatsapp,1,1,severe,0
CUST-00526,16,193.88,0.341,6,whatsapp,1,0,mid,0
CUST-00527,61,422.16,0.769,1,sms,1,0,late,1
CUST-00528,16,813.38,0.946,4,whatsapp,1,0,mid,0
CUST-00529,102,597.1,0.775,0,whatsapp,1,0,severe,1
CUST-00530,16,641.51,0.642,3,email,0,0,mid,0
CUST-00531,77,593.95,0.684,0,whatsapp,0,0,severe,0
CUST-00532,10,498.94,0.693,1,call,0,0,early,1
CUST-00533,89,439.25,0.61,1,email,1,0,severe,0
CUST-00534,109,381.5,0.603,1,sms,1,1,severe,0
CUST-00535,88,722.92,0.535,0,call,1,1,severe,0
CUST-00536,33,133.04,0.958,1,whatsapp,1,0,mid,1
CUST-00537,102,909.03,0.717,3,whatsapp,1,0,severe,0
CUST-00538,37,490.9,0.911,2,sms,1,1,mid,0
CUST-00539,91,240.42,0.67,4,call,1,0,severe,0
CUST-00540,100,323.47,0.734,1,whatsapp,0,0,severe,0
CUST-00541,59,263.36,0.686,2,email,1,1,late,0
CUST-00542,75,531.27,0.813,0,call,0,0,late,0
CUST-00543,103,250.29,0.885,1,whatsapp,1,0,severe,0
CUST-00544,23,845.48,0.768,1,email,1,1,mid,0
CUST-00545,3,229.88,0.585,3,email,1,1,early,1
CUST-00546,53,20.0,0.564,1,whatsapp,0,0,late,1
CUST-00547,22,246.08,1.0,2,sms,1,0,mid,1
CUST-00548,107,20.0,0.664,3,call,0,0,severe,0
CUST-00549,105,467.24,0.662,2,sms,0,0,severe,0
CUST-00550,46,818.93,1.0,1,sms,1,1,late,0
CUST-00551,38,687.28,0.938,1,sms,1,0,mid,1
CUST-00552,86,51.97,0.827,2,whatsapp,1,0,severe,0
CUST-00553,55,236.08,0.64,0,email,1,1,late,1
CUST-00554,12,1049.16,1.0,2,whatsapp,0,0,early,1
CUST-00555,80,581.92,0.799,3,call,1,0,severe,0
CUST-00556,88,481.32,0.829,3,call,0,0,severe,0
CUST-00557,9,817.94,0.686,3,email,1,0,early,0
CUST-00558,94,1264.88,0.437,1,call,0,0,severe,0
CUST-00559,65,894.9,0.453,0,email,1,0,late,0
CUST-00560,100,524.61,0.801,2,whatsapp,0,0,severe,0
CUST-00561,103,593.5,0.798,3,email,1,0,severe,0
CUST-00562,81,677.47,0.672,1,email,0,0,severe,0
CUST-00563,41,283.94,0.486,0,whatsapp,1,1,mid,0
CUST-00564,45,141.21,0.432,0,email,1,1,mid,0
CUST-00565,87,496.78,0.654,0,whatsapp,1,0,severe,0
CUST-00566,8,176.89,0.429,2,sms,1,0,early,0
CUST-00567,28,460.33,0.9,1,whatsapp,1,1,mid,0
CUST-00568,63,510.76,0.951,0,whatsapp,0,0,late,0
CUST-00569,114,1229.13,1.0,1,call,0,0,severe,0
CUST-00570,91,207.66,0.896,1,email,1,0,severe,0
CUST-00571,98,441.03,0.601,1,whatsapp,0,0,severe,0
CUST-00572,23,427.42,0.546,3,email,1,0,mid,0
CUST-00573,34,619.94,0.03,2,call,1,0,mid,0
CUST-00574,32,814.95,0.601,3,email,0,0,mid,0
CUST-00575,90,323.05,0.685,1,email,1,0,severe,0
CUST-00576,65,217.17,0.914,0,whatsapp,0,0,late,0
CUST-00577,26,20.0,0.842,4,email,0,0,mid,1
CUST-00578,90,183.61,0.838,1,whatsapp,1,0,severe,0
CUST-00579,77,651.66,0.763,3,call,0,0,severe,0
CUST-00580,108,494.61,0.852,4,email,0,0,severe,0
CUST-00581,68,155.06,1.0,3,whatsapp,0,0,late,0
CUST-00582,16,360.71,0.507,2,call,0,0,mid,1
CUST-00583,107,490.07,0.629,2,email,1,0,severe,0
CUST-00584,23,641.18,0.442,2,whatsapp,0,0,mid,0
CUST-00585,7,290.11,1.0,1,whatsapp,1,0,early,1
CUST-00586,96,399.86,0.979,4,whatsapp,0,0,severe,0
CUST-00587,55,20.0,0.87,3,email,0,0,late,1
CUST-00588,78,111.56,0.48,1,whatsapp,1,0,severe,1
CUST-00589,16,997.67,0.755,1,whatsapp,1,0,mid,1
CUST-00590,87,20.0,0.673,4,email,1,0,severe,0
CUST-00591,49,371.9,0.736,3,whatsapp,0,0,late,0
CUST-00592,120,550.14,0.682,4,whatsapp,1,0,severe,0
CUST-00593,77,360.21,0.824,6,whatsapp,1,0,severe,0
CUST-00594,113,221.39,0.641,5,whatsapp,0,0,severe,0
CUST-00595,96,460.45,0.891,0,sms,1,0,severe,0
CUST-00596,102,478.41,0.768,0,whatsapp,0,0,severe,0
CUST-00597,11,453.72,0.661,3,call,1,1,early,1
CUST-00598,94,20.0,0.698,2,whatsapp,1,0,severe,0
CUST-00599,73,432.83,0.632,2,whatsapp,1,0,late,0
CUST-00600,48,206.36,0.883,3,whatsapp,1,0,late,0
CUST-00601,38,304.72,0.666,3,call,1,0,mid,0
CUST-00602,77,552.63,0.779,3,email,1,0,severe,0
CUST-00603,24,685.03,0.642,2,whatsapp,1,0,mid,0
CUST-00604,23,766.97,0.423,3,whatsapp,0,0,mid,1
CUST-00605,105,321.15,0.901,3,whatsapp,0,0,severe,0
CUST-00606,92,775.68,0.508,2,email,0,0,severe,0
CUST-00607,71,855.59,0.856,2,email,0,0,late,0
CUST-00608,91,843.72,0.804,2,email,0,0,severe,0
CUST-00609,39,924.73,0.389,1,sms,0,0,mid,1
CUST-00610,87,433.38,0.531,1,sms,1,1,severe,1
CUST-00611,25,424.28,0.617,1,sms,0,0,mid,0
CUST-00612,54,744.02,0.556,0,whatsapp,1,0,late,1
CUST-00613,18,42.71,0.484,1,email,1,0,mid,1
CUST-00614,46,547.02,0.868,3,email,0,0,late,1
CUST-00615,41,310.22,0.672,1,email,1,1,mid,1
CUST-00616,51,361.99,0.797,2,whatsapp,0,0,late,1
CUST-00617,58,20.0,0.634,1,whatsapp,0,0,late,0
CUST-00618,5,195.03,0.781,4,call,1,0,early,1
CUST-00619,42,473.44,0.57,1,call,0,0,mid,0
CUST-00620,102,764.31,0.715,3,email,0,0,severe,0
CUST-00621,52,796.81,0.836,3,email,1,0,late,1
CUST-00622,66,454.3,0.729,1,sms,1,0,late,0
CUST-00623,13,419.43,0.629,2,call,0,0,early,0
CUST-00624,47,214.18,0.503,1,email,0,0,late,0
CUST-00625,117,608.75,0.754,2,sms,0,0,severe,0
CUST-00626,66,400.78,0.789,3,email,0,0,late,0
CUST-00627,3,673.88,0.668,4,whatsapp,0,0,early,0
CUST-00628,87,1040.54,0.566,5,sms,1,0,severe,0
CUST-00629,93,469.64,0.829,3,call,1,1,severe,1
CUST-00630,46,20.0,1.0,1,sms,1,1,late,1
CUST-00631,4,204.53,0.66,4,sms,1,1,early,0
CUST-00632,100,20.0,0.787,1,sms,1,0,severe,0
CUST-00633,31,96.92,0.795,3,call,0,0,mid,1
CUST-00634,111,897.69,0.207,4,whatsapp,1,0,severe,0
CUST-00635,44,552.53,0.745,3,email,0,0,mid,0
CUST-00636,47,20.0,0.579,0,sms,1,0,late,0
CUST-00637,96,689.16,0.997,0,whatsapp,0,0,severe,0
CUST-00638,17,883.32,0.669,3,whatsapp,1,1,mid,1
CUST-00639,4,364.84,0.564,1,email,1,1,early,1
CUST-00640,92,263.68,0.676,2,whatsapp,1,1,severe,1
CUST-00641,112,372.04,0.753,2,sms,1,1,severe,0
CUST-00642,120,571.07,0.608,1,sms,1,1,severe,1
CUST-00643,16,684.79,0.709,3,sms,1,1,mid,0
CUST-00644,18,858.31,0.449,4,call,1,0,mid,0
CUST-00645,41,867.99,0.675,1,whatsapp,1,0,mid,0
CUST-00646,86,859.33,0.875,4,sms,0,0,severe,1
CUST-00647,110,915.81,1.0,0,sms,1,1,severe,0
CUST-00648,100,691.64,0.861,0,whatsapp,1,0,severe,0
CUST-00649,45,20.0,0.774,4,sms,0,0,mid,0
CUST-00650,111,438.09,0.957,2,call,1,1,severe,0
CUST-00651,31,580.45,0.924,3,whatsapp,0,0,mid,0
CUST-00652,15,357.4,1.0,2,email,1,1,early,1
CUST-00653,53,771.6,0.937,3,whatsapp,1,1,late,0
CUST-00654,12,364.73,0.696,2,sms,0,0,early,0
CUST-00655,82,183.76,0.772,4,sms,1,0,severe,0
CUST-00656,119,942.18,0.756,8,whatsapp,0,0,severe,0
CUST-00657,13,693.12,0.78,0,email,1,1,early,1
CUST-00658,15,550.16,0.76,1,whatsapp,1,1,early,0
CUST-00659,22,776.55,0.564,5,whatsapp,1,0,mid,1
CUST-00660,22,820.01,0.299,3,whatsapp,1,0,mid,1
CUST-00661,65,589.13,0.586,1,call,1,1,late,0
CUST-00662,69,20.0,0.315,2,call,1,1,late,1
CUST-00663,115,263.81,0.734,4,sms,1,1,severe,0
CUST-00664,54,333.89,0.721,3,whatsapp,0,0,late,0
CUST-00665,112,165.06,0.385,1,email,1,0,severe,0
CUST-00666,91,543.58,0.858,1,whatsapp,0,0,severe,0
CUST-00667,103,861.5,0.893,2,call,1,1,severe,1
CUST-00668,23,324.83,0.739,5,whatsapp,1,1,mid,1
CUST-00669,55,116.85,1.0,1,whatsapp,0,0,late,1
CUST-00670,110,1128.97,1.0,2,whatsapp,0,0,severe,0
CUST-00671,91,335.54,0.479,3,sms,0,0,severe,0
CUST-00672,27,85.45,0.927,3,whatsapp,1,1,mid,0
CUST-00673,102,556.06,0.808,3,whatsapp,1,0,severe,0
CUST-00674,93,616.22,0.804,3,call,0,0,severe,0
CUST-00675,18,254.38,0.907,0,email,0,0,mid,1
CUST-00676,9,732.95,0.576,0,whatsapp,1,0,early,1
CUST-00677,32,324.06,0.602,1,call,1,0,mid,0
CUST-00678,57,184.66,0.555,5,sms,0,0,late,0
CUST-00679,19,537.15,0.569,4,call,0,0,mid,0
CUST-00680,4,726.65,0.7,0,whatsapp,0,0,early,1
CUST-00681,14,277.17,0.43,2,whatsapp,1,0,early,0
CUST-00682,38,585.8,0.511,1,email,0,0,mid,0
CUST-00683,47,450.08,0.836,2,sms,1,0,late,0
CUST-00684,38,1383.82,0.706,2,whatsapp,1,1,mid,0
CUST-00685,54,253.26,0.797,2,sms,1,0,late,0
CUST-00686,87,922.93,0.342,2,email,1,1,severe,0
CUST-00687,30,463.25,0.563,1,whatsapp,1,0,mid,1
CUST-00688,55,439.44,0.609,0,email,0,0,late,1
CUST-00689,88,710.93,0.727,1,email,0,0,severe,1
CUST-00690,7,766.08,0.603,2,email,1,0,early,1
CUST-00691,113,885.45,0.907,0,email,0,0,severe,0
CUST-00692,120,585.17,0.708,1,whatsapp,0,0,severe,0
CUST-00693,35,287.87,0.723,1,email,1,0,mid,1
CUST-00694,107,307.95,0.723,6,whatsapp,1,0,severe,0
CUST-00695,31,643.09,0.862,3,whatsapp,1,0,mid,0
CUST-00696,110,665.89,0.626,1,sms,1,1,severe,0
CUST-00697,80,927.38,0.944,1,whatsapp,1,1,severe,0
CUST-00698,30,613.9,0.812,3,whatsapp,0,0,mid,0
CUST-00699,8,819.25,0.751,2,sms,1,0,early,0
CUST-00700,48,965.37,0.728,2,call,1,0,late,0
CUST-00701,90,532.74,0.824,1,whatsapp,0,0,severe,0
CUST-00702,28,20.0,0.923,1,sms,1,0,mid,1
CUST-00703,62,102.63,0.909,0,whatsapp,1,0,late,1
CUST-00704,15,20.0,0.795,5,sms,0,0,early,1
CUST-00705,51,989.31,0.895,2,sms,1,0,late,0
CUST-00706,4,208.83,0.744,0,sms,0,0,early,1
CUST-00707,119,874.19,0.97,3,whatsapp,1,0,severe,0
CUST-00708,61,667.43,0.715,0,email,1,0,late,1
CUST-00709,102,1028.89,0.305,1,sms,1,1,severe,0
CUST-00710,15,800.99,0.988,0,sms,0,0,early,1
CUST-00711,21,447.24,0.742,0,email,1,1,mid,0
CUST-00712,22,415.99,0.486,1,call,0,0,mid,0
CUST-00713,69,507.25,0.68,4,sms,1,1,late,0
CUST-00714,104,536.08,0.543,3,call,0,0,severe,0
CUST-00715,73,310.16,1.0,1,whatsapp,1,1,late,1
CUST-00716,59,469.56,0.82,2,sms,0,0,late,1
CUST-00717,114,994.98,0.406,3,whatsapp,0,0,severe,0
CUST-00718,23,20.0,0.829,2,whatsapp,0,0,mid,1
CUST-00719,20,562.72,0.64,2,call,1,0,mid,0
CUST-00720,81,189.78,1.0,4,call,0,0,severe,0
CUST-00721,103,539.85,0.509,1,sms,0,0,severe,0
CUST-00722,32,748.75,0.271,1,whatsapp,1,0,mid,0
CUST-00723,32,461.56,0.733,0,whatsapp,0,0,mid,1
CUST-00724,64,727.36,0.65,2,call,1,0,late,0
CUST-00725,94,20.0,0.637,0,sms,1,1,severe,1
CUST-00726,34,834.24,0.292,1,whatsapp,1,1,mid,0
CUST-00727,99,287.0,0.805,3,email,0,0,severe,0
CUST-00728,62,679.17,1.0,0,sms,1,0,late,1
CUST-00729,85,538.38,0.338,0,sms,1,1,severe,0
CUST-00730,76,20.0,0.954,5,call,1,0,severe,1
CUST-00731,58,238.06,0.606,3,email,0,0,late,0
CUST-00732,65,550.56,1.0,3,whatsapp,1,0,late,0
CUST-00733,120,977.27,0.807,4,call,0,0,severe,0
CUST-00734,48,571.93,0.682,1,sms,1,0,late,1
CUST-00735,114,562.46,0.941,3,whatsapp,1,1,severe,1
CUST-00736,95,27.94,0.825,5,call,1,0,severe,0
CUST-00737,22,937.97,0.602,0,sms,1,1,mid,1
CUST-00738,105,1058.26,0.862,4,email,1,1,severe,0
CUST-00739,46,489.14,0.618,0,email,0,0,late,1
CUST-00740,22,409.68,0.362,4,whatsapp,1,1,mid,0
CUST-00741,31,20.0,1.0,3,call,0,0,mid,1
CUST-00742,17,762.66,0.65,3,sms,1,0,mid,0
CUST-00743,41,1344.73,0.598,1,whatsapp,0,0,mid,1
CUST-00744,14,709.48,0.788,2,sms,1,1,early,1
CUST-00745,66,884.39,0.408,3,whatsapp,1,0,late,0
CUST-00746,118,653.47,0.449,3,call,0,0,severe,0
CUST-00747,116,164.79,0.62,2,email,1,0,severe,0
CUST-00748,113,907.74,0.616,0,whatsapp,1,0,severe,0
CUST-00749,30,84.94,0.734,3,email,1,0,mid,0
CUST-00750,28,412.59,0.945,3,email,0,0,mid,1
CUST-00751,82,569.23,0.625,1,email,0,0,severe,0
CUST-00752,117,762.53,0.819,1,whatsapp,1,0,severe,1
CUST-00753,100,613.12,0.84,7,whatsapp,0,0,severe,0
CUST-00754,25,603.79,0.503,4,call,1,0,mid,0
CUST-00755,89,236.32,0.766,1,call,0,0,severe,0
CUST-00756,61,67.4,0.531,4,whatsapp,0,0,late,1
CUST-00757,54,499.67,0.933,7,sms,0,0,late,0
CUST-00758,60,252.74,0.811,3,sms,1,0,late,0
CUST-00759,66,61.51,0.723,3,whatsapp,1,1,late,0
CUST-00760,110,74.9,0.452,0,call,0,0,severe,0
CUST-00761,96,323.16,0.743,0,sms,1,1,severe,0
CUST-00762,5,20.0,0.567,4,email,0,0,early,1
CUST-00763,92,48.81,0.861,4,email,0,0,severe,0
CUST-00764,38,20.0,0.696,0,whatsapp,0,0,mid,0
CUST-00765,41,538.32,0.558,2,whatsapp,1,1,mid,0
CUST-00766,72,610.55,0.905,2,whatsapp,0,0,late,0
CUST-00767,119,1122.29,0.864,5,sms,0,0,severe,0
CUST-00768,8,20.0,0.601,2,email,1,0,early,1
CUST-00769,62,262.53,0.952,1,call,1,1,late,1
CUST-00770,29,772.04,0.66,1,call,0,0,mid,1
CUST-00771,110,410.63,0.658,2,email,1,1,severe,0
CUST-00772,56,375.36,0.745,3,sms,1,0,late,0
CUST-00773,103,1026.93,0.569,2,whatsapp,1,0,severe,0
CUST-00774,106,371.71,0.632,1,email,0,0,severe,1
CUST-00775,13,110.02,0.688,2,whatsapp,1,0,early,0
CUST-00776,92,58.58,1.0,1,email,1,0,severe,0
CUST-00777,95,587.42,1.0,1,email,0,0,severe,1
CUST-00778,100,577.68,0.668,4,whatsapp,0,0,severe,0
CUST-00779,119,41.06,1.0,1,email,0,0,severe,0
CUST-00780,92,164.67,0.711,1,whatsapp,0,0,severe,1
CUST-00781,101,651.11,0.796,2,whatsapp,1,0,severe,0
CUST-00782,85,664.73,0.897,0,call,1,0,severe,1
CUST-00783,36,274.17,0.778,1,email,1,0,mid,0
CUST-00784,102,679.11,1.0,4,call,1,0,severe,0
CUST-00785,85,662.99,0.769,2,call,1,0,severe,0
CUST-00786,82,20.0,0.48,1,whatsapp,0,0,severe,1
CUST-00787,117,380.14,0.981,3,email,1,1,severe,0
CUST-00788,89,612.84,0.638,3,whatsapp,1,1,severe,0
CUST-00789,41,296.62,0.659,1,whatsapp,1,1,mid,0
CUST-00790,37,20.0,0.122,2,whatsapp,0,0,mid,1
CUST-00791,40,389.44,0.92,1,whatsapp,1,0,mid,1
CUST-00792,21,720.67,0.884,1,email,0,0,mid,1
CUST-00793,10,985.73,0.88,2,email,1,1,early,0
CUST-00794,91,20.0,0.916,3,call,0,0,severe,0
CUST-00795,95,1316.26,1.0,1,whatsapp,1,0,severe,0
CUST-00796,20,119.32,0.711,5,email,1,1,mid,1
CUST-00797,48,786.23,0.908,1,whatsapp,1,1,late,0
CUST-00798,111,874.94,0.571,5,whatsapp,1,1,severe,0
CUST-00799,101,794.57,0.649,1,email,1,0,severe,0
CUST-00800,72,527.88,0.931,1,sms,1,0,late,0
CUST-00801,117,108.35,0.798,1,call,1,0,severe,0
CUST-00802,40,680.5,0.453,2,whatsapp,0,0,mid,0
CUST-00803,102,251.13,0.792,2,whatsapp,1,0,severe,0
CUST-00804,113,20.0,0.683,2,call,0,0,severe,0
CUST-00805,72,1385.25,0.556,3,call,0,0,late,0
CUST-00806,19,706.59,0.807,2,whatsapp,1,0,mid,1
CUST-00807,36,1061.78,0.639,1,whatsapp,1,0,mid,0
CUST-00808,62,188.28,0.406,0,sms,1,1,late,0
CUST-00809,34,949.6,0.498,1,whatsapp,0,0,mid,0
CUST-00810,11,988.76,1.0,3,whatsapp,1,0,early,1
CUST-00811,21,977.46,0.417,4,email,1,1,mid,0
CUST-00812,116,473.21,0.765,4,email,1,1,severe,1
CUST-00813,46,95.21,0.842,0,whatsapp,1,1,late,1
CUST-00814,70,423.26,0.848,3,whatsapp,0,0,late,1
CUST-00815,53,20.0,0.475,1,whatsapp,0,0,late,0
CUST-00816,97,20.0,0.656,1,email,0,0,severe,1
CUST-00817,13,509.42,0.748,0,whatsapp,0,0,early,1
CUST-00818,34,162.75,0.88,1,call,1,1,mid,0
CUST-00819,71,427.38,0.591,0,whatsapp,1,0,late,1
CUST-00820,97,445.12,0.487,0,sms,1,1,severe,0
CUST-00821,56,1097.83,0.921,1,email,1,1,late,0
CUST-00822,85,895.24,0.941,1,call,0,0,severe,0
CUST-00823,97,465.64,0.794,3,email,0,0,severe,0
CUST-00824,78,866.85,0.598,1,call,1,0,severe,0
CUST-00825,99,230.49,0.801,0,sms,1,0,severe,1
CUST-00826,115,372.19,0.742,3,whatsapp,1,1,severe,0
CUST-00827,27,771.27,0.888,3,sms,0,0,mid,1
CUST-00828,53,82.67,0.47,3,email,0,0,late,0
CUST-00829,28,390.73,0.743,1,sms,1,1,mid,1
CUST-00830,50,57.33,0.688,3,email,1,0,late,0
CUST-00831,1,517.59,0.498,1,sms,1,0,early,1
CUST-00832,84,1002.41,0.763,1,sms,1,0,severe,0
CUST-00833,29,239.33,0.727,2,sms,0,0,mid,0
CUST-00834,101,552.28,0.638,2,sms,1,1,severe,0
CUST-00835,87,192.86,0.799,2,whatsapp,0,0,severe,0
CUST-00836,41,112.14,0.436,2,whatsapp,0,0,mid,0
CUST-00837,55,84.53,0.709,1,sms,0,0,late,0
CUST-00838,81,945.52,0.806,2,email,1,0,severe,0
CUST-00839,51,1235.98,0.777,1,sms,0,0,late,0
CUST-00840,26,634.57,0.935,1,email,1,1,mid,1
CUST-00841,6,250.79,0.48,2,sms,0,0,early,1
CUST-00842,67,705.57,0.418,3,whatsapp,1,1,late,0
CUST-00843,64,373.02,0.768,3,whatsapp,0,0,late,0
CUST-00844,93,736.45,0.811,2,email,1,1,severe,0
CUST-00845,16,573.12,1.0,5,call,0,0,mid,1
CUST-00846,8,569.51,0.843,1,email,1,0,early,1
CUST-00847,89,674.33,0.545,3,whatsapp,1,0,severe,0
CUST-00848,88,294.56,0.881,0,email,0,0,severe,1
CUST-00849,96,350.6,0.551,2,sms,1,1,severe,0
CUST-00850,2,20.0,0.423,1,call,0,0,early,1
CUST-00851,79,338.6,1.0,1,whatsapp,1,0,severe,1
CUST-00852,116,24.85,0.785,3,email,1,1,severe,0
CUST-00853,92,433.7,0.863,4,sms,1,1,severe,0
CUST-00854,57,173.56,0.833,1,call,1,0,late,0
CUST-00855,58,512.4,1.0,2,email,1,0,late,1
CUST-00856,50,625.04,0.777,2,whatsapp,0,0,late,0
CUST-00857,7,25.56,0.964,1,email,0,0,early,0
CUST-00858,87,219.75,0.515,1,sms,0,0,severe,0
CUST-00859,65,178.14,0.442,2,whatsapp,0,0,late,1
CUST-00860,63,718.88,1.0,3,whatsapp,1,0,late,0
CUST-00861,112,1026.04,1.0,1,sms,0,0,severe,0
CUST-00862,88,752.49,0.822,3,sms,0,0,severe,1
CUST-00863,116,368.19,0.765,1,sms,1,0,severe,0
CUST-00864,11,948.8,0.753,1,whatsapp,0,0,early,1
CUST-00865,115,20.0,0.582,2,whatsapp,1,0,severe,0
CUST-00866,68,959.79,1.0,2,email,1,1,late,0
CUST-00867,49,270.01,0.852,0,sms,0,0,late,1
CUST-00868,67,20.0,0.821,1,email,1,0,late,0
CUST-00869,5,1328.26,0.795,0,sms,1,0,early,0
CUST-00870,112,984.97,0.93,2,whatsapp,0,0,severe,0
CUST-00871,76,149.8,0.821,1,email,1,0,severe,1
CUST-00872,5,534.08,0.869,4,whatsapp,0,0,early,1
CUST-00873,110,411.36,0.486,6,whatsapp,1,0,severe,0
CUST-00874,55,512.71,0.822,1,whatsapp,0,0,late,0
CUST-00875,15,20.0,1.0,2,sms,0,0,early,0
CUST-00876,76,261.92,0.616,5,whatsapp,0,0,severe,0
CUST-00877,9,629.75,0.694,3,call,0,0,early,0
CUST-00878,67,551.26,0.898,5,whatsapp,0,0,late,0
CUST-00879,92,863.76,0.911,1,whatsapp,0,0,severe,0
CUST-00880,9,505.52,0.845,4,email,0,0,early,0
CUST-00881,95,1231.75,0.396,7,whatsapp,0,0,severe,0
CUST-00882,72,250.97,0.82,1,whatsapp,1,1,late,1
CUST-00883,39,562.99,0.483,2,sms,0,0,mid,0
CUST-00884,27,20.0,0.555,3,whatsapp,1,0,mid,0
